Customer_ID,Total_Orders,Total_Spend,Avg_Session_Duration,Avg_Pages_Viewed,Total_Discount,Is_Returning_Customer,Avg_Rating,Engagement_Score,Customer_Segment,Returning_Status
CUST_00885,2,4665.0,16.0,9.5,0.0,True,3.5,13.4,3,Returning
CUST_00886,3,2530.99,16.0,7.333333333333333,0.0,True,3.6666666666666665,12.533333333333333,3,Returning
CUST_00887,3,3138.0,14.0,10.0,0.0,True,3.0,12.4,2,Returning
CUST_00888,1,160.1,10.0,9.0,8.55,True,4.0,9.6,1,Returning
CUST_00889,1,261.54,14.0,5.0,0.0,False,4.0,10.4,3,At Risk
CUST_00890,2,1249.29,17.0,8.5,68.33,True,3.5,13.6,3,Returning
CUST_00891,2,1087.8600000000001,13.0,9.0,112.24,True,3.0,11.4,2,Returning
CUST_00892,2,2316.11,16.0,9.0,95.25,True,3.5,13.2,3,Returning
CUST_00893,5,2003.29,16.0,7.0,203.36,True,4.2,12.4,3,Returning
CUST_00894,5,1423.9,12.2,9.2,82.59,True,4.4,11.0,1,Returning
CUST_00895,1,799.48,13.0,10.0,0.0,False,3.0,11.8,2,At Risk
CUST_00896,2,1282.8600000000001,15.5,9.0,0.0,True,4.5,12.899999999999999,3,Returning
CUST_00897,5,6411.04,13.2,9.2,638.9100000000001,True,3.8,11.599999999999998,4,Returning
CUST_00898,1,1231.66,16.0,11.0,0.0,False,1.0,14.0,2,At Risk
CUST_00899,5,30453.57,17.2,8.6,5397.78,True,5.0,13.759999999999998,0,Returning
CUST_00900,10,7799.1900000000005,14.3,9.3,756.73,True,3.9,12.3,4,Returning
CUST_00901,4,4283.77,15.0,9.25,254.8,True,4.5,12.7,3,Returning
CUST_00902,1,180.96,15.0,4.0,0.0,True,4.0,10.6,3,Returning
CUST_00903,5,7655.06,14.6,7.8,836.24,True,4.6,11.879999999999999,4,Returning
CUST_00904,3,4580.25,15.0,10.0,227.13,True,4.0,13.0,1,Returning
CUST_00905,2,661.3199999999999,12.5,8.0,0.0,True,3.5,10.7,2,Returning
CUST_00906,6,5463.87,13.5,6.5,763.13,True,3.3333333333333335,10.7,4,Returning
CUST_00907,2,193.12,14.0,7.0,0.0,True,4.5,11.200000000000001,3,Returning
CUST_00908,3,5936.15,12.333333333333334,10.0,0.0,True,2.3333333333333335,11.4,2,Returning
CUST_00909,9,14365.42,13.444444444444445,9.333333333333334,1715.38,True,4.0,11.8,0,Returning
CUST_00910,3,1025.2,14.0,7.0,25.54,True,3.3333333333333335,11.200000000000001,2,Returning
CUST_00911,3,2322.8,15.333333333333334,9.0,414.4,True,2.0,12.799999999999999,2,Returning
CUST_00912,2,3160.94,19.0,11.0,0.0,True,4.0,15.8,3,Returning
CUST_00913,7,4360.400000000001,15.714285714285714,9.142857142857142,87.95,True,4.428571428571429,13.085714285714284,4,Returning
CUST_00914,6,14194.68,15.333333333333334,8.166666666666666,872.5899999999999,True,4.0,12.466666666666665,4,Returning
CUST_00915,2,1239.79,16.0,9.5,0.0,True,4.5,13.4,3,Returning
CUST_00916,10,19346.75,13.4,9.9,837.99,True,3.3,12.0,0,Returning
CUST_00917,1,122.03,16.0,11.0,0.0,True,4.0,14.0,3,Returning
CUST_00918,5,4147.0,14.4,8.6,248.75,True,4.0,12.08,4,Returning
CUST_00919,1,487.4,14.0,13.0,0.0,True,4.0,13.600000000000001,1,Returning
CUST_00920,6,15802.97,15.0,8.833333333333334,1661.21,True,3.8333333333333335,12.533333333333333,0,Returning
CUST_00921,4,3100.95,14.25,8.75,419.07,True,3.75,12.049999999999999,4,Returning
CUST_00922,6,21858.78,15.0,10.333333333333334,1355.5100000000002,True,3.6666666666666665,13.133333333333333,0,Returning
CUST_00923,1,179.18,15.0,9.0,45.76,True,2.0,12.6,2,Returning
CUST_00924,2,101.66,12.0,9.0,5.26,True,4.5,10.799999999999999,1,Returning
CUST_00925,3,2945.91,14.666666666666666,8.0,365.78999999999996,True,4.0,12.0,3,Returning
CUST_00926,5,5369.88,12.2,9.2,335.86,True,3.8,11.0,4,Returning
CUST_00927,10,18298.3,14.8,8.8,1364.41,True,4.6,12.400000000000002,0,Returning
CUST_00928,2,901.3800000000001,16.5,7.5,45.68,True,5.0,12.9,3,Returning
CUST_00929,3,1769.6599999999999,15.333333333333334,11.333333333333334,40.03,True,5.0,13.733333333333334,1,Returning
CUST_00930,5,7661.23,16.2,9.6,171.18,True,3.2,13.559999999999999,4,Returning
CUST_00931,5,3782.24,15.0,8.6,151.31,True,3.0,12.44,2,Returning
CUST_00932,8,4574.44,13.25,9.75,340.14,True,3.625,11.85,4,Returning
CUST_00933,7,3877.21,13.428571428571429,8.142857142857142,226.1,True,3.4285714285714284,11.314285714285713,4,Returning
CUST_00934,6,7009.469999999999,12.833333333333334,9.333333333333334,64.54,True,3.6666666666666665,11.433333333333334,4,Returning
CUST_00935,2,8785.150000000001,18.0,11.5,0.0,True,5.0,15.399999999999999,3,Returning
CUST_00936,2,343.54,17.0,10.5,45.26,True,4.0,14.399999999999999,3,Returning
CUST_00937,9,15177.78,13.777777777777779,8.0,384.34,True,3.5555555555555554,11.466666666666669,4,Returning
CUST_00938,3,1732.04,14.0,10.333333333333334,202.57999999999998,True,4.0,12.533333333333335,1,Returning
CUST_00939,3,276.87,13.333333333333334,11.666666666666666,25.66,True,3.3333333333333335,12.666666666666668,1,Returning
CUST_00940,5,9449.84,14.8,9.0,1771.1299999999999,True,3.6,12.48,0,Returning
CUST_00941,5,8273.55,13.8,8.2,1048.7,True,4.2,11.559999999999999,4,Returning
CUST_00942,4,2584.1000000000004,14.25,7.75,463.79,True,4.5,11.649999999999999,3,Returning
CUST_00943,1,1536.15,13.0,9.0,0.0,True,5.0,11.4,1,Returning
CUST_00944,2,539.6,16.5,8.0,57.73,True,2.5,13.100000000000001,2,Returning
CUST_00945,2,538.8,10.5,11.5,51.449999999999996,True,5.0,10.9,1,Returning
CUST_00946,4,2238.9,14.25,9.75,35.150000000000006,True,4.25,12.45,1,Returning
CUST_00947,1,1429.76,16.0,10.0,0.0,False,4.0,13.6,3,At Risk
CUST_00948,3,653.99,16.333333333333332,9.333333333333334,0.0,True,4.0,13.533333333333333,3,Returning
CUST_00949,2,387.93,15.0,7.5,0.0,True,4.0,12.0,3,Returning
CUST_00950,7,12064.04,14.714285714285714,7.714285714285714,74.17,True,3.5714285714285716,11.914285714285713,4,Returning
CUST_00951,3,2923.58,12.0,10.333333333333334,12.32,True,4.333333333333333,11.333333333333332,1,Returning
CUST_00952,3,449.48,13.666666666666666,9.0,0.0,True,3.6666666666666665,11.799999999999999,1,Returning
CUST_00953,5,3368.5099999999998,13.6,7.6,385.72,True,3.0,11.2,2,Returning
CUST_00954,1,2430.62,10.0,10.0,0.0,True,5.0,10.0,1,Returning
CUST_00955,2,3817.0099999999998,13.5,13.5,409.32,True,4.5,13.5,1,Returning
CUST_00956,5,3656.4700000000003,12.8,8.6,188.31,True,4.4,11.12,1,Returning
CUST_00957,3,2858.88,16.333333333333332,8.333333333333334,109.54,True,4.333333333333333,13.133333333333333,3,Returning
CUST_00958,2,2132.67,13.0,5.0,520.44,True,4.5,9.8,3,Returning
CUST_00959,3,473.52,15.666666666666666,10.666666666666666,33.35,True,4.666666666666667,13.666666666666664,3,Returning
CUST_00960,1,1066.85,19.0,13.0,0.0,False,2.0,16.6,2,At Risk
CUST_00961,2,4757.59,13.5,7.5,37.79,True,3.5,11.1,2,Returning
CUST_00962,2,14201.03,15.5,10.0,1721.32,True,4.0,13.299999999999999,0,Returning
CUST_00963,4,3916.07,13.5,9.25,504.16,True,3.75,11.8,1,Returning
CUST_00964,3,496.2,17.333333333333332,7.0,16.47,True,4.666666666666667,13.2,3,Returning
CUST_00965,3,2508.01,15.333333333333334,8.666666666666666,177.79,True,4.333333333333333,12.666666666666666,3,Returning
CUST_00966,9,35689.94,14.777777777777779,9.0,2688.18,True,4.111111111111111,12.466666666666667,0,Returning
CUST_00967,6,4569.83,12.5,7.166666666666667,133.95999999999998,True,4.333333333333333,10.366666666666667,4,Returning
CUST_00968,6,22068.72,15.333333333333334,9.5,0.0,True,3.5,13.0,4,Returning
CUST_00969,6,26898.39,15.333333333333334,7.166666666666667,596.16,True,4.166666666666667,12.066666666666666,0,Returning
CUST_00970,7,4637.1900000000005,14.857142857142858,10.0,495.71,True,3.857142857142857,12.914285714285715,4,Returning
CUST_00971,1,1798.1,15.0,7.0,245.62,True,3.0,11.8,2,Returning
CUST_00972,4,4165.82,14.25,8.75,588.47,True,4.25,12.049999999999999,4,Returning
CUST_00973,8,18849.21,13.375,7.75,3490.28,True,3.625,11.125,0,Returning
CUST_00974,1,56.43,15.0,10.0,0.0,True,3.0,13.0,2,Returning
CUST_00975,5,5619.91,14.4,9.6,36.64,True,4.4,12.48,4,Returning
CUST_00976,3,2563.35,14.333333333333334,7.666666666666667,44.36,True,4.0,11.666666666666666,3,Returning
CUST_00977,1,164.36,10.0,12.0,30.08,True,4.0,10.8,1,Returning
CUST_00978,4,3135.39,13.25,8.5,272.66,True,4.5,11.35,1,Returning
CUST_00979,4,4467.04,16.25,7.5,223.55,True,3.25,12.75,3,Returning
CUST_00980,1,1002.27,8.0,8.0,190.53,True,5.0,8.0,1,Returning
CUST_00981,4,5336.09,14.5,10.75,957.35,True,4.75,13.0,4,Returning
CUST_00982,3,2509.91,12.0,10.333333333333334,0.0,True,3.3333333333333335,11.333333333333332,1,Returning
CUST_00983,3,4839.57,12.666666666666666,8.666666666666666,323.71999999999997,True,3.3333333333333335,11.066666666666666,2,Returning
CUST_00984,8,3430.3599999999997,13.625,8.0,43.65,True,3.0,11.375,4,Returning
CUST_00985,3,1768.08,16.0,8.333333333333334,71.68,True,4.666666666666667,12.933333333333334,3,Returning
CUST_00986,1,628.03,15.0,8.0,0.0,False,3.0,12.2,2,At Risk
CUST_00987,1,436.25,15.0,10.0,37.43,True,2.0,13.0,2,Returning
CUST_00988,1,88.2,19.0,9.0,0.0,False,5.0,15.0,3,At Risk
CUST_00989,4,8267.37,16.75,11.75,0.0,True,4.25,14.75,4,Returning
CUST_00990,6,13852.23,15.5,10.666666666666666,170.34,True,2.3333333333333335,13.566666666666666,4,Returning
CUST_00991,3,980.24,14.0,9.333333333333334,10.5,True,3.3333333333333335,12.133333333333335,2,Returning
CUST_00992,2,2397.15,9.0,7.5,202.5,True,4.5,8.399999999999999,1,Returning
CUST_00993,7,6308.68,13.857142857142858,10.0,109.08,True,3.857142857142857,12.314285714285715,4,Returning
CUST_00994,1,203.19,14.0,12.0,0.0,True,2.0,13.200000000000001,2,Returning
CUST_00995,4,3108.6,12.5,10.5,0.0,True,3.25,11.7,2,Returning
CUST_00996,2,295.34,17.5,10.5,0.0,True,3.5,14.7,3,Returning
CUST_00997,1,351.29,18.0,10.0,54.97,True,5.0,14.799999999999999,3,Returning
CUST_00998,2,1626.4199999999998,16.5,11.0,287.6,True,4.5,14.3,3,Returning
CUST_00999,4,1375.0,15.75,9.25,0.0,True,3.75,13.149999999999999,3,Returning
CUST_01000,1,318.43,8.0,9.0,72.42,True,2.0,8.4,2,Returning
CUST_01001,2,99.68,17.0,7.0,0.0,True,3.5,13.0,3,Returning
CUST_01002,3,8906.04,13.333333333333334,9.333333333333334,129.7,True,4.666666666666667,11.733333333333334,1,Returning
CUST_01003,2,643.03,14.5,8.0,4.66,True,5.0,11.899999999999999,3,Returning
CUST_01004,2,509.02,11.5,11.0,96.43,True,3.5,11.3,1,Returning
CUST_01005,5,24841.100000000002,13.4,8.6,133.54,True,3.2,11.479999999999999,4,Returning
CUST_01006,3,16050.4,18.0,7.333333333333333,18.18,True,2.6666666666666665,13.733333333333333,4,Returning
CUST_01007,2,10150.95,12.5,9.5,567.64,True,5.0,11.3,1,Returning
CUST_01008,3,2469.34,18.0,8.0,310.02,True,3.3333333333333335,14.0,3,Returning
CUST_01009,7,7796.320000000001,14.857142857142858,10.714285714285714,178.54000000000002,True,3.857142857142857,13.2,4,Returning
CUST_01010,2,1590.27,12.0,8.0,0.0,True,4.5,10.399999999999999,1,Returning
CUST_01011,2,7437.790000000001,12.0,9.5,0.0,True,3.0,11.0,2,Returning
CUST_01012,1,64.37,11.0,13.0,10.37,True,5.0,11.8,1,Returning
CUST_01013,3,1041.9,14.0,11.0,0.0,True,3.0,12.8,2,Returning
CUST_01014,2,2154.42,12.5,10.0,0.0,True,4.0,11.5,1,Returning
CUST_01015,3,4826.88,16.666666666666668,7.0,670.61,True,4.0,12.8,3,Returning
CUST_01016,3,3345.95,14.333333333333334,9.333333333333334,103.69,True,3.6666666666666665,12.333333333333334,1,Returning
CUST_01017,6,1227.6799999999998,14.333333333333334,8.666666666666666,52.95,True,4.166666666666667,12.066666666666666,4,Returning
CUST_01018,1,418.27,11.0,10.0,0.0,True,4.0,10.6,1,Returning
CUST_01019,8,7283.25,15.875,9.625,363.87,True,3.625,13.375,4,Returning
CUST_01020,8,2716.14,12.25,9.875,30.63,True,3.5,11.3,4,Returning
CUST_01021,7,12576.42,14.571428571428571,9.285714285714286,209.56,True,4.142857142857143,12.457142857142857,4,Returning
CUST_01022,1,85.56,14.0,8.0,0.0,False,4.0,11.600000000000001,1,At Risk
CUST_01023,2,234.63,18.0,9.5,31.29,True,4.0,14.6,3,Returning
CUST_01024,6,3186.68,15.5,8.833333333333334,0.0,True,4.333333333333333,12.833333333333332,4,Returning
CUST_01025,3,1421.33,15.666666666666666,9.666666666666666,119.57000000000001,True,3.6666666666666665,13.266666666666666,3,Returning
CUST_01026,8,13985.02,13.75,10.125,280.96000000000004,True,4.0,12.3,4,Returning
CUST_01027,3,1723.3000000000002,16.333333333333332,8.666666666666666,31.2,True,3.0,13.266666666666666,2,Returning
CUST_01028,2,771.87,17.5,9.5,74.05,True,3.0,14.3,2,Returning
CUST_01029,1,292.3,14.0,4.0,0.0,True,5.0,10.0,3,Returning
CUST_01030,4,3806.4700000000003,11.5,9.5,7.85,True,4.0,10.7,1,Returning
CUST_01031,9,10319.52,14.88888888888889,9.0,860.1199999999999,True,3.5555555555555554,12.533333333333333,4,Returning
CUST_01032,1,89.1,16.0,8.0,12.06,True,2.0,12.8,2,Returning
CUST_01033,5,9972.46,14.8,10.0,0.0,True,4.4,12.88,4,Returning
CUST_01034,5,4335.3,17.2,9.0,406.36999999999995,True,4.6,13.919999999999998,3,Returning
CUST_01035,5,7537.31,13.4,8.0,1325.61,True,4.2,11.239999999999998,4,Returning
CUST_01036,6,3580.33,14.0,9.666666666666666,120.34,True,3.3333333333333335,12.266666666666667,4,Returning
CUST_01037,4,12120.210000000001,13.0,10.75,118.43,True,3.5,12.1,4,Returning
CUST_01038,6,7543.75,14.166666666666666,8.5,354.59,True,4.0,11.9,4,Returning
CUST_01039,2,1774.26,14.0,10.0,0.0,True,3.5,12.4,2,Returning
CUST_01040,2,657.45,14.0,8.0,63.510000000000005,True,4.5,11.600000000000001,1,Returning
CUST_01041,3,334.12,16.666666666666668,6.666666666666667,0.0,True,4.666666666666667,12.666666666666668,3,Returning
CUST_01042,3,635.1800000000001,15.0,11.666666666666666,112.75999999999999,True,4.333333333333333,13.666666666666668,1,Returning
CUST_01043,3,5742.6,12.666666666666666,9.333333333333334,37.56,True,3.6666666666666665,11.333333333333334,1,Returning
CUST_01044,1,31.71,16.0,12.0,0.0,True,5.0,14.4,1,Returning
CUST_01045,5,3422.0,15.0,8.8,689.42,True,3.2,12.52,4,Returning
CUST_01046,4,755.25,15.25,9.0,47.34,True,3.75,12.75,3,Returning
CUST_01047,3,14946.46,14.666666666666666,9.0,0.0,True,3.3333333333333335,12.399999999999999,4,Returning
CUST_01048,4,3504.85,14.75,10.0,60.68,True,3.25,12.85,2,Returning
CUST_01049,8,19881.99,14.5,10.125,1637.1200000000001,True,4.625,12.75,0,Returning
CUST_01050,8,7300.219999999999,14.125,9.125,673.5,True,4.0,12.125,4,Returning
CUST_01051,5,5951.95,15.4,9.6,509.64,True,4.4,13.08,4,Returning
CUST_01052,2,18086.87,14.5,6.0,22.54,True,3.5,11.1,4,Returning
CUST_01053,7,2315.8,14.428571428571429,9.285714285714286,94.98,True,4.0,12.371428571428572,4,Returning
CUST_01054,3,8312.21,14.333333333333334,9.666666666666666,36.24,True,4.333333333333333,12.466666666666667,1,Returning
CUST_01055,3,13526.74,15.0,9.333333333333334,204.77,True,4.0,12.733333333333334,4,Returning
CUST_01056,5,5514.39,16.2,8.0,380.65000000000003,True,3.4,12.919999999999998,4,Returning
CUST_01057,4,9317.19,11.25,9.25,0.0,True,3.5,10.45,1,Returning
CUST_01058,3,3519.75,10.666666666666666,7.666666666666667,511.63,True,3.3333333333333335,9.466666666666667,1,Returning
CUST_01059,2,214.71,16.0,7.0,13.04,True,3.0,12.4,2,Returning
CUST_01060,5,3232.79,15.6,8.8,66.30000000000001,True,4.0,12.879999999999999,3,Returning
CUST_01061,5,1580.91,15.8,10.4,308.22,True,4.6,13.64,3,Returning
CUST_01062,7,24493.82,14.0,8.285714285714286,1078.44,True,3.857142857142857,11.714285714285715,0,Returning
CUST_01063,3,7992.35,13.333333333333334,9.333333333333334,239.51,True,4.0,11.733333333333334,1,Returning
CUST_01064,2,7830.389999999999,13.5,9.5,29.93,True,4.0,11.9,1,Returning
CUST_01065,3,1160.06,14.0,10.333333333333334,225.38,True,3.3333333333333335,12.533333333333335,2,Returning
CUST_01066,2,6496.88,16.5,8.0,1765.46,True,3.0,13.100000000000001,0,Returning
CUST_01067,7,17566.699999999997,14.428571428571429,9.428571428571429,1174.4199999999998,True,4.571428571428571,12.428571428571429,0,Returning
CUST_01068,1,282.56,20.0,6.0,0.0,True,4.0,14.4,3,Returning
CUST_01069,3,3109.96,12.666666666666666,10.0,49.92,True,3.6666666666666665,11.6,1,Returning
CUST_01070,1,179.78,17.0,11.0,0.0,True,4.0,14.6,3,Returning
CUST_01071,1,1297.14,14.0,11.0,0.0,False,5.0,12.8,1,At Risk
CUST_01072,3,1603.75,16.666666666666668,9.333333333333334,12.25,True,3.6666666666666665,13.733333333333334,3,Returning
CUST_01073,9,8680.95,14.555555555555555,8.777777777777779,355.08000000000004,True,3.111111111111111,12.244444444444444,4,Returning
CUST_01074,2,2557.06,16.5,9.0,0.0,True,2.5,13.5,2,Returning
CUST_01075,3,2039.55,13.333333333333334,8.333333333333334,0.0,True,4.333333333333333,11.333333333333334,1,Returning
CUST_01076,2,631.35,13.5,8.0,93.17,True,4.5,11.3,1,Returning
CUST_01077,1,58.42,17.0,6.0,6.02,True,5.0,12.6,3,Returning
CUST_01078,2,2462.98,13.0,9.5,0.0,True,5.0,11.6,1,Returning
CUST_01079,6,3987.8,15.0,7.666666666666667,442.07,True,4.166666666666667,12.066666666666666,4,Returning
CUST_01080,2,212.65,18.5,9.5,0.0,True,4.5,14.9,3,Returning
CUST_01081,6,20790.4,15.5,8.333333333333334,63.53,True,4.166666666666667,12.633333333333333,4,Returning
CUST_01082,1,1748.14,18.0,9.0,0.0,False,5.0,14.399999999999999,3,At Risk
CUST_01083,1,4616.1,17.0,10.0,0.0,False,3.0,14.2,2,At Risk
CUST_01084,1,118.54,17.0,9.0,29.51,True,4.0,13.799999999999999,3,Returning
CUST_01085,2,149.86,13.0,9.0,0.0,True,5.0,11.4,1,Returning
CUST_01086,9,11067.14,15.88888888888889,8.333333333333334,555.0899999999999,True,3.4444444444444446,12.866666666666667,4,Returning
CUST_01087,8,9994.7,15.125,8.75,1370.47,True,4.625,12.575,0,Returning
CUST_01088,4,4310.86,13.0,10.0,122.21,True,3.75,11.8,1,Returning
CUST_01089,2,874.85,14.5,8.0,83.87,True,5.0,11.899999999999999,3,Returning
CUST_01090,1,1380.95,13.0,8.0,0.0,False,5.0,11.0,1,At Risk
CUST_01091,4,4100.5,15.25,10.25,7.08,True,4.0,13.25,3,Returning
CUST_01092,2,11242.81,16.5,6.5,186.47,True,2.5,12.5,2,Returning
CUST_01093,6,5343.84,13.833333333333334,9.0,794.7199999999999,True,4.5,11.9,4,Returning
CUST_01094,4,2121.56,15.0,7.0,221.74999999999997,True,4.0,11.8,3,Returning
CUST_01095,3,3370.17,11.0,8.666666666666666,365.90999999999997,True,4.0,10.066666666666666,1,Returning
CUST_01096,3,10049.46,15.0,6.666666666666667,1430.82,True,5.0,11.666666666666668,0,Returning
CUST_01097,8,27389.45,15.0,8.125,2188.02,True,3.875,12.25,0,Returning
CUST_01098,3,897.75,14.0,8.666666666666666,35.76,True,3.3333333333333335,11.866666666666667,2,Returning
CUST_01099,7,4061.72,13.428571428571429,8.142857142857142,520.59,True,4.142857142857143,11.314285714285713,4,Returning
CUST_01100,2,650.39,15.5,10.5,119.76,True,4.0,13.5,3,Returning
CUST_01101,3,1625.34,15.0,7.0,143.49,True,3.3333333333333335,11.8,2,Returning
CUST_01102,3,5772.0599999999995,16.0,9.666666666666666,977.25,True,4.0,13.466666666666667,3,Returning
CUST_01103,2,1035.0,14.0,7.0,0.0,True,3.5,11.200000000000001,2,Returning
CUST_01104,3,5826.07,12.0,7.333333333333333,205.28,True,4.333333333333333,10.133333333333333,1,Returning
CUST_01105,8,14769.94,14.125,10.125,159.76,True,3.25,12.524999999999999,4,Returning
CUST_01106,8,7438.6,14.875,10.25,689.53,True,3.75,13.024999999999999,4,Returning
CUST_01107,6,2006.49,12.666666666666666,9.666666666666666,96.32000000000001,True,3.5,11.466666666666667,4,Returning
CUST_01108,2,1142.57,17.0,9.5,57.73,True,3.0,14.0,2,Returning
CUST_01109,2,1231.08,16.0,8.0,0.0,True,5.0,12.8,3,Returning
CUST_01110,1,2040.93,18.0,8.0,0.0,True,5.0,14.0,3,Returning
CUST_01111,10,6147.09,15.0,8.5,568.05,True,3.9,12.4,4,Returning
CUST_01112,1,960.76,13.0,10.0,0.0,True,3.0,11.8,2,Returning
CUST_01113,1,813.59,11.0,11.0,224.45,False,5.0,11.0,1,At Risk
CUST_01114,2,1332.57,17.5,11.5,0.0,True,4.5,15.100000000000001,3,Returning
CUST_01115,4,576.43,15.25,11.0,42.54,True,4.25,13.55,1,Returning
CUST_01116,5,5052.7,14.4,8.8,183.34,True,3.6,12.16,4,Returning
CUST_01117,1,481.64,14.0,10.0,0.0,False,1.0,12.4,2,At Risk
CUST_01118,1,237.4,14.0,6.0,0.0,True,3.0,10.8,2,Returning
CUST_01119,2,3288.96,13.5,9.5,0.0,True,2.0,11.9,2,Returning
CUST_01120,8,8041.15,14.75,8.625,1258.3000000000002,True,3.625,12.3,4,Returning
CUST_01121,3,3601.2200000000003,16.666666666666668,9.333333333333334,253.92,True,3.3333333333333335,13.733333333333334,3,Returning
CUST_01122,2,235.14,17.0,9.5,23.59,True,4.0,14.0,3,Returning
CUST_01123,4,2162.06,13.0,8.75,26.02,True,3.25,11.3,2,Returning
CUST_01124,3,4436.610000000001,14.666666666666666,10.333333333333334,240.68,True,3.3333333333333335,12.933333333333334,2,Returning
CUST_01125,1,132.24,11.0,6.0,0.0,True,5.0,9.0,1,Returning
CUST_01126,4,2191.3100000000004,14.25,8.25,296.69000000000005,True,4.5,11.85,1,Returning
CUST_01127,3,648.97,16.333333333333332,9.333333333333334,68.85,True,3.0,13.533333333333333,2,Returning
CUST_01128,4,1305.38,14.75,8.25,189.12,True,4.75,12.15,3,Returning
CUST_01129,9,13652.469999999998,15.666666666666666,7.555555555555555,65.16,True,3.888888888888889,12.42222222222222,4,Returning
CUST_01130,9,16866.57,14.11111111111111,8.555555555555555,356.62,True,3.6666666666666665,11.88888888888889,4,Returning
CUST_01131,3,2850.57,16.0,10.0,26.66,True,4.0,13.6,3,Returning
CUST_01132,6,2899.48,14.833333333333334,9.166666666666666,4.54,True,4.166666666666667,12.566666666666666,4,Returning
CUST_01133,5,5374.04,14.6,10.6,634.09,True,3.2,13.0,4,Returning
CUST_01134,4,1951.5500000000002,14.0,8.0,35.04,True,3.75,11.600000000000001,1,Returning
CUST_01135,2,1139.99,15.0,7.5,119.53,True,3.5,12.0,3,Returning
CUST_01136,5,7197.57,15.8,9.4,238.19,True,4.4,13.24,4,Returning
CUST_01137,3,1573.1100000000001,13.0,8.333333333333334,0.0,True,4.666666666666667,11.133333333333333,1,Returning
CUST_01138,4,7051.24,13.75,9.75,1088.25,True,3.0,12.15,4,Returning
CUST_01139,5,1162.69,12.0,8.8,58.89,True,3.2,10.719999999999999,2,Returning
CUST_01140,5,12029.92,14.0,8.8,233.4,True,4.2,11.920000000000002,4,Returning
CUST_01141,3,2666.69,13.0,10.0,0.0,True,3.0,11.8,2,Returning
CUST_01142,5,15314.630000000001,14.0,9.6,150.17,True,4.0,12.24,4,Returning
CUST_01143,2,789.8199999999999,14.0,7.0,35.45,True,3.5,11.200000000000001,2,Returning
CUST_01144,2,443.04999999999995,16.0,11.0,77.41,True,5.0,14.0,3,Returning
CUST_01145,7,7311.2300000000005,15.428571428571429,9.428571428571429,474.33000000000004,True,3.5714285714285716,13.028571428571428,4,Returning
CUST_01146,5,11791.93,15.8,10.2,546.15,True,3.6,13.56,4,Returning
CUST_01147,6,3240.96,14.5,9.833333333333334,316.32,True,4.5,12.633333333333333,4,Returning
CUST_01148,2,2768.0,14.5,9.0,0.0,True,4.5,12.299999999999999,1,Returning
CUST_01149,2,5166.56,14.5,10.0,0.0,True,4.5,12.7,1,Returning
CUST_01150,6,5153.86,13.5,8.833333333333334,258.27,True,3.0,11.633333333333333,4,Returning
CUST_01151,5,6166.43,13.8,7.4,0.0,True,4.6,11.24,4,Returning
CUST_01152,6,9319.65,15.166666666666666,9.333333333333334,422.92,True,4.0,12.833333333333334,4,Returning
CUST_01153,2,206.91,15.0,11.0,0.0,True,5.0,13.4,1,Returning
CUST_01154,9,18130.23,14.666666666666666,8.777777777777779,1358.82,True,3.888888888888889,12.31111111111111,0,Returning
CUST_01155,4,2045.06,14.25,9.5,179.91,True,2.75,12.35,2,Returning
CUST_01156,3,1704.81,13.666666666666666,8.0,97.6,True,3.6666666666666665,11.399999999999999,2,Returning
CUST_01157,8,6169.69,14.5,8.375,364.5,True,3.75,12.049999999999999,4,Returning
CUST_01158,2,673.37,13.5,10.5,0.0,True,4.5,12.3,1,Returning
CUST_01159,4,578.5799999999999,13.25,11.5,24.14,True,3.75,12.55,1,Returning
CUST_01160,7,13451.95,15.0,10.428571428571429,746.89,True,3.857142857142857,13.17142857142857,4,Returning
CUST_01161,4,6414.67,12.5,7.75,0.0,True,4.75,10.6,1,Returning
CUST_01162,2,6119.12,14.5,11.0,0.0,True,4.0,13.1,1,Returning
CUST_01163,5,3067.0499999999997,15.0,8.6,233.65,True,3.2,12.44,2,Returning
CUST_01164,9,36842.41,15.777777777777779,9.777777777777779,1350.69,True,3.3333333333333335,13.377777777777778,0,Returning
CUST_01165,2,5624.2,14.0,8.0,0.0,True,3.5,11.600000000000001,2,Returning
CUST_01166,2,1695.92,15.5,7.0,0.0,True,4.5,12.1,3,Returning
CUST_01167,4,1916.4099999999999,15.0,9.75,429.74,True,4.0,12.9,3,Returning
CUST_01168,2,958.53,14.0,11.0,20.58,True,2.5,12.8,2,Returning
CUST_01169,3,2079.79,15.333333333333334,10.0,264.59999999999997,True,4.333333333333333,13.2,3,Returning
CUST_01170,10,17446.72,15.8,8.6,556.81,True,3.6,12.92,4,Returning
CUST_01171,2,814.92,15.5,8.0,0.0,True,1.5,12.5,2,Returning
CUST_01172,3,4736.139999999999,13.0,9.0,14.2,True,3.3333333333333335,11.4,2,Returning
CUST_01173,7,2766.73,15.285714285714286,8.0,20.76,True,3.5714285714285716,12.37142857142857,4,Returning
CUST_01174,4,4506.71,15.25,7.75,219.47,True,4.5,12.25,3,Returning
CUST_01175,2,2553.61,14.5,8.0,31.03,True,4.5,11.899999999999999,3,Returning
